project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	spectrophotometer_method	state	well_number
TCGA-PRAD	88705b03-aa27-45c5-bef0-bb697799f9df	TCGA-KK-A8IB	2cc1817c-7ee6-4a0d-abd4-dc8712f88cf1	TCGA-KK-A8IB-01A	abd662a9-b098-4988-b3c0-c0c8734f2f9d	TCGA-KK-A8IB-01A-11	7dd84f6a-f0e1-449d-b850-0f9643ae4b50	TCGA-KK-A8IB-01A-11R	1.76	'--	'--	RNA	R	'--	0.17	'--	'--	UV Spec	released	'--
TCGA-PRAD	88705b03-aa27-45c5-bef0-bb697799f9df	TCGA-KK-A8IB	2a2bb311-2bc0-429c-97b6-02e61af68d94	TCGA-KK-A8IB-11A	75bc253a-d9bb-407e-b7da-a23dd3f3667d	TCGA-KK-A8IB-11A-11	3562aa6c-eb3e-4f29-abbf-efc66c1b201a	TCGA-KK-A8IB-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	88705b03-aa27-45c5-bef0-bb697799f9df	TCGA-KK-A8IB	2a2bb311-2bc0-429c-97b6-02e61af68d94	TCGA-KK-A8IB-11A	75bc253a-d9bb-407e-b7da-a23dd3f3667d	TCGA-KK-A8IB-11A-11	555491b1-4592-436b-9989-62e3972f3834	TCGA-KK-A8IB-11A-11D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	PicoGreen	released	'--
TCGA-PRAD	aca312ab-6dbd-4183-8b22-8f37834f3426	TCGA-EJ-7125	8f1a9432-db9e-45e3-bf8c-e4071d49ea34	TCGA-EJ-7125-11A	e85d1b95-1418-4a23-aa94-3f1479ab1e0f	TCGA-EJ-7125-11A-01	32508ad0-4239-4ca0-ae15-3c6a7addf9ec	TCGA-EJ-7125-11A-01R	1.8	'--	'--	RNA	R	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	aca312ab-6dbd-4183-8b22-8f37834f3426	TCGA-EJ-7125	8f1a9432-db9e-45e3-bf8c-e4071d49ea34	TCGA-EJ-7125-11A	e85d1b95-1418-4a23-aa94-3f1479ab1e0f	TCGA-EJ-7125-11A-01	0961f607-40c3-4d01-9c4c-6409c21629e9	TCGA-EJ-7125-11A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-PRAD	aca312ab-6dbd-4183-8b22-8f37834f3426	TCGA-EJ-7125	8f1a9432-db9e-45e3-bf8c-e4071d49ea34	TCGA-EJ-7125-11A	e85d1b95-1418-4a23-aa94-3f1479ab1e0f	TCGA-EJ-7125-11A-01	d2819a1e-02a6-43f8-a7b1-b3d49eec312f	TCGA-EJ-7125-11A-01D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	PicoGreen	released	'--
TCGA-PRAD	aca312ab-6dbd-4183-8b22-8f37834f3426	TCGA-EJ-7125	cee0ce25-5cb8-4c3f-aeac-d67ea0ba9611	TCGA-EJ-7125-10A	0a40ff05-db20-4eb5-9dba-f1155459c556	TCGA-EJ-7125-10A-01	fb0aaafb-5fcc-4b98-aaf5-c40560631b00	TCGA-EJ-7125-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-PRAD	aca312ab-6dbd-4183-8b22-8f37834f3426	TCGA-EJ-7125	cee0ce25-5cb8-4c3f-aeac-d67ea0ba9611	TCGA-EJ-7125-10A	0a40ff05-db20-4eb5-9dba-f1155459c556	TCGA-EJ-7125-10A-01	15515c7e-5fc8-4913-b876-0acfd99b28e9	TCGA-EJ-7125-10A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	PicoGreen	released	'--
TCGA-PRAD	aca312ab-6dbd-4183-8b22-8f37834f3426	TCGA-EJ-7125	08e17de6-fe0d-4ff0-b588-1cf1ab03f594	TCGA-EJ-7125-01A	e324c60e-eccc-4a1e-989a-0461ea14213f	TCGA-EJ-7125-01A-11	9d471bad-8383-48d5-b8ce-0071eabbdccb	TCGA-EJ-7125-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	PicoGreen	released	'--
TCGA-PRAD	aca312ab-6dbd-4183-8b22-8f37834f3426	TCGA-EJ-7125	08e17de6-fe0d-4ff0-b588-1cf1ab03f594	TCGA-EJ-7125-01A	e324c60e-eccc-4a1e-989a-0461ea14213f	TCGA-EJ-7125-01A-11	2e4cda98-cdb8-42e5-b42d-4669274ffbeb	TCGA-EJ-7125-01A-11R	1.8	'--	'--	RNA	R	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	aca312ab-6dbd-4183-8b22-8f37834f3426	TCGA-EJ-7125	08e17de6-fe0d-4ff0-b588-1cf1ab03f594	TCGA-EJ-7125-01A	e324c60e-eccc-4a1e-989a-0461ea14213f	TCGA-EJ-7125-01A-11	d5349310-7330-4394-9a74-096170e4b3ed	TCGA-EJ-7125-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-PRAD	b3bf57d4-e31a-4740-b438-fa826fb79550	TCGA-CH-5741	ca3bc043-4d2e-4c95-88e8-94d61b8c9da0	TCGA-CH-5741-10A	5553f7a2-d06d-41a5-b454-d32cbbd412df	TCGA-CH-5741-10A-01	44955374-e012-4a9b-bd48-0f0925057bcc	TCGA-CH-5741-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-PRAD	b3bf57d4-e31a-4740-b438-fa826fb79550	TCGA-CH-5741	ca3bc043-4d2e-4c95-88e8-94d61b8c9da0	TCGA-CH-5741-10A	5553f7a2-d06d-41a5-b454-d32cbbd412df	TCGA-CH-5741-10A-01	747b4404-0d2b-4283-b71b-b13f90c94a9c	TCGA-CH-5741-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	b3bf57d4-e31a-4740-b438-fa826fb79550	TCGA-CH-5741	b22cbb75-e6e5-443d-ab4e-1cfd0079c69a	TCGA-CH-5741-01A	b95dc7a1-3909-4c47-b718-a706014a065f	TCGA-CH-5741-01A-11	b6ba2e24-0569-4f4f-b429-4389252f402e	TCGA-CH-5741-01A-11R	1.8	'--	'--	RNA	R	'--	0.14	'--	'--	UV Spec	released	'--
TCGA-PRAD	b3bf57d4-e31a-4740-b438-fa826fb79550	TCGA-CH-5741	b22cbb75-e6e5-443d-ab4e-1cfd0079c69a	TCGA-CH-5741-01A	b95dc7a1-3909-4c47-b718-a706014a065f	TCGA-CH-5741-01A-11	e2d51574-45cb-4d21-966d-4392ee073951	TCGA-CH-5741-01A-11D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	b3bf57d4-e31a-4740-b438-fa826fb79550	TCGA-CH-5741	b22cbb75-e6e5-443d-ab4e-1cfd0079c69a	TCGA-CH-5741-01A	b95dc7a1-3909-4c47-b718-a706014a065f	TCGA-CH-5741-01A-11	4f5bdb06-7e12-491d-af2f-f15cf5b744ff	TCGA-CH-5741-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-PRAD	6a5af80e-07ad-4cd3-aaab-5db1090835d9	TCGA-HC-7210	9069fc65-9bae-49f3-9329-b78c8cc6cf1e	TCGA-HC-7210-01A	2f6a685b-beca-466a-976b-2ef39e5fbab1	TCGA-HC-7210-01A-11	2f6cec7a-d830-45e6-9917-3a250ea9ea8f	TCGA-HC-7210-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-PRAD	6a5af80e-07ad-4cd3-aaab-5db1090835d9	TCGA-HC-7210	9069fc65-9bae-49f3-9329-b78c8cc6cf1e	TCGA-HC-7210-01A	2f6a685b-beca-466a-976b-2ef39e5fbab1	TCGA-HC-7210-01A-11	d0a563c9-a393-49f5-a149-562c434b2a6e	TCGA-HC-7210-01A-11R	'--	'--	'--	RNA	R	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-PRAD	6a5af80e-07ad-4cd3-aaab-5db1090835d9	TCGA-HC-7210	9069fc65-9bae-49f3-9329-b78c8cc6cf1e	TCGA-HC-7210-01A	2f6a685b-beca-466a-976b-2ef39e5fbab1	TCGA-HC-7210-01A-11	05971662-6e59-4c4e-a5b2-448e0d21c571	TCGA-HC-7210-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	PicoGreen	released	'--
TCGA-PRAD	6a5af80e-07ad-4cd3-aaab-5db1090835d9	TCGA-HC-7210	b119375c-2026-4b94-a619-92a0fba24235	TCGA-HC-7210-10A	dfcbf373-2829-4c15-87af-a142eb45ab2c	TCGA-HC-7210-10A-01	c77acb7b-686a-49c3-9ed1-7d0f12b19f3a	TCGA-HC-7210-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	PicoGreen	released	'--
TCGA-PRAD	6a5af80e-07ad-4cd3-aaab-5db1090835d9	TCGA-HC-7210	b119375c-2026-4b94-a619-92a0fba24235	TCGA-HC-7210-10A	dfcbf373-2829-4c15-87af-a142eb45ab2c	TCGA-HC-7210-10A-01	5ab5a3d3-5bc2-4ba7-a2f5-94daf1599dfc	TCGA-HC-7210-10A-01D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	PicoGreen	released	'--
TCGA-PRAD	5a92ec4c-36ee-4588-aca2-e3303f29c7ad	TCGA-EJ-5542	dffc7994-e957-4451-a9db-56d4560d6547	TCGA-EJ-5542-01A	66b1e868-0306-4603-b1c8-8c20f4ce958b	TCGA-EJ-5542-01A-01	ce744057-9610-4448-aba7-34a652a114e0	TCGA-EJ-5542-01A-01R	1.8	'--	'--	RNA	R	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	5a92ec4c-36ee-4588-aca2-e3303f29c7ad	TCGA-EJ-5542	dffc7994-e957-4451-a9db-56d4560d6547	TCGA-EJ-5542-01A	66b1e868-0306-4603-b1c8-8c20f4ce958b	TCGA-EJ-5542-01A-01	f30f9ed5-4173-4e67-a5a8-2d42beb547aa	TCGA-EJ-5542-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	5a92ec4c-36ee-4588-aca2-e3303f29c7ad	TCGA-EJ-5542	dffc7994-e957-4451-a9db-56d4560d6547	TCGA-EJ-5542-01A	66b1e868-0306-4603-b1c8-8c20f4ce958b	TCGA-EJ-5542-01A-01	c1717a42-d16c-42a2-8e71-a7a7fcee42ba	TCGA-EJ-5542-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-PRAD	5a92ec4c-36ee-4588-aca2-e3303f29c7ad	TCGA-EJ-5542	5d13a5e3-ad75-40ba-a3b4-c7bcf53a1e1f	TCGA-EJ-5542-10A	78472b5c-090a-43b5-865d-8e839200ce1e	TCGA-EJ-5542-10A-01	384fbb3c-3a58-4e4d-adad-acf16043da43	TCGA-EJ-5542-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	5a92ec4c-36ee-4588-aca2-e3303f29c7ad	TCGA-EJ-5542	5d13a5e3-ad75-40ba-a3b4-c7bcf53a1e1f	TCGA-EJ-5542-10A	78472b5c-090a-43b5-865d-8e839200ce1e	TCGA-EJ-5542-10A-01	92fd4e44-96dd-45ef-a3fd-a0a3a95af705	TCGA-EJ-5542-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-PRAD	48e83a4c-c602-494a-80cd-e2f4b4dd701e	TCGA-EJ-5502	e5b3d936-b458-4e11-8ce2-707e2b73233c	TCGA-EJ-5502-10A	68810ec2-93bc-4351-b90a-72e66779bbe1	TCGA-EJ-5502-10A-01	fa2ec933-8d7d-421d-84a5-3c4ce3c95d50	TCGA-EJ-5502-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-PRAD	48e83a4c-c602-494a-80cd-e2f4b4dd701e	TCGA-EJ-5502	e5b3d936-b458-4e11-8ce2-707e2b73233c	TCGA-EJ-5502-10A	68810ec2-93bc-4351-b90a-72e66779bbe1	TCGA-EJ-5502-10A-01	785e6214-8644-4cda-baaa-0718994c0b10	TCGA-EJ-5502-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	48e83a4c-c602-494a-80cd-e2f4b4dd701e	TCGA-EJ-5502	d36a0b54-6e09-4ee2-923b-c1516d78bb03	TCGA-EJ-5502-01A	7440d6a3-ab3e-41be-bd16-b12e8fbc04ce	TCGA-EJ-5502-01A-01	71e3029c-5b68-41a4-a4eb-f98b212004e9	TCGA-EJ-5502-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	'--	'--	UV Spec	released	'--
TCGA-PRAD	48e83a4c-c602-494a-80cd-e2f4b4dd701e	TCGA-EJ-5502	d36a0b54-6e09-4ee2-923b-c1516d78bb03	TCGA-EJ-5502-01A	7440d6a3-ab3e-41be-bd16-b12e8fbc04ce	TCGA-EJ-5502-01A-01	3915892b-cc43-4e90-a7dc-174701f9775f	TCGA-EJ-5502-01A-01R	1.8	'--	'--	RNA	R	'--	0.15	'--	'--	UV Spec	released	'--
TCGA-PRAD	48e83a4c-c602-494a-80cd-e2f4b4dd701e	TCGA-EJ-5502	d36a0b54-6e09-4ee2-923b-c1516d78bb03	TCGA-EJ-5502-01A	7440d6a3-ab3e-41be-bd16-b12e8fbc04ce	TCGA-EJ-5502-01A-01	327d243b-2a9c-47f8-a087-b2cf55566ccd	TCGA-EJ-5502-01A-01D	1.9	'--	'--	DNA	D	'--	0.17	'--	'--	UV Spec	released	'--
TCGA-PRAD	aa8b99fd-973f-465d-ae24-3421fe784687	TCGA-EJ-A7NM	1f3baf15-bca3-4f5a-b3d8-128bf05882f8	TCGA-EJ-A7NM-01A	d9ece443-9c66-4393-9c2d-17b372581133	TCGA-EJ-A7NM-01A-21	aba43267-906c-41c6-8448-b137382597a3	TCGA-EJ-A7NM-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	aa8b99fd-973f-465d-ae24-3421fe784687	TCGA-EJ-A7NM	1f3baf15-bca3-4f5a-b3d8-128bf05882f8	TCGA-EJ-A7NM-01A	d9ece443-9c66-4393-9c2d-17b372581133	TCGA-EJ-A7NM-01A-21	bf03e3ab-07d3-4851-83af-870759b76c98	TCGA-EJ-A7NM-01A-21R	1.81	'--	'--	RNA	R	'--	0.17	'--	'--	UV Spec	released	'--
TCGA-PRAD	aa8b99fd-973f-465d-ae24-3421fe784687	TCGA-EJ-A7NM	1f3baf15-bca3-4f5a-b3d8-128bf05882f8	TCGA-EJ-A7NM-01A	d9ece443-9c66-4393-9c2d-17b372581133	TCGA-EJ-A7NM-01A-21	e4e8e167-c77f-4439-abc3-3467e547512b	TCGA-EJ-A7NM-01A-21D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	PicoGreen	released	'--
TCGA-PRAD	aa8b99fd-973f-465d-ae24-3421fe784687	TCGA-EJ-A7NM	1f3baf15-bca3-4f5a-b3d8-128bf05882f8	TCGA-EJ-A7NM-01A	c276d64c-147b-4f15-a27e-a8068fb06146	TCGA-EJ-A7NM-01A-31-A646-42	378e8606-a7fc-4ea0-b35c-55462a1f1785	TCGA-EJ-A7NM-01A-31-A646-42-X025-S09	'--	'--	'--	DNA	'--	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	aa8b99fd-973f-465d-ae24-3421fe784687	TCGA-EJ-A7NM	7c738e34-79aa-424e-b2c1-315d5fec60ff	TCGA-EJ-A7NM-10A	a539398a-c8f2-4b15-a895-21b90a2b195a	TCGA-EJ-A7NM-10A-01	76e13039-a8c2-4738-ab1d-c15d12e1f8ce	TCGA-EJ-A7NM-10A-01D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	PicoGreen	released	'--
TCGA-PRAD	aa8b99fd-973f-465d-ae24-3421fe784687	TCGA-EJ-A7NM	7c738e34-79aa-424e-b2c1-315d5fec60ff	TCGA-EJ-A7NM-10A	a539398a-c8f2-4b15-a895-21b90a2b195a	TCGA-EJ-A7NM-10A-01	750e7e50-54de-40e4-822e-7c94862a0841	TCGA-EJ-A7NM-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	b7c8ca4c-8d9c-4c5b-99ee-2fcebe4f70e6	TCGA-YL-A8HO	cc3826ce-285e-4810-b14d-4af327d0fda6	TCGA-YL-A8HO-01A	6395297c-d362-4bb2-8211-ccf4d4e3eda1	TCGA-YL-A8HO-01A-11	39d4083a-1b73-407b-a8d1-ec309b7ca10e	TCGA-YL-A8HO-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	b7c8ca4c-8d9c-4c5b-99ee-2fcebe4f70e6	TCGA-YL-A8HO	cc3826ce-285e-4810-b14d-4af327d0fda6	TCGA-YL-A8HO-01A	6395297c-d362-4bb2-8211-ccf4d4e3eda1	TCGA-YL-A8HO-01A-11	260815fe-aac0-4903-af0f-73b0d1862773	TCGA-YL-A8HO-01A-11R	1.94	'--	'--	RNA	R	'--	0.16	'--	'--	UV Spec	released	'--
TCGA-PRAD	b7c8ca4c-8d9c-4c5b-99ee-2fcebe4f70e6	TCGA-YL-A8HO	cc3826ce-285e-4810-b14d-4af327d0fda6	TCGA-YL-A8HO-01A	6395297c-d362-4bb2-8211-ccf4d4e3eda1	TCGA-YL-A8HO-01A-11	69106edc-a16e-40a1-8bc9-4fa5861c7848	TCGA-YL-A8HO-01A-11D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	PicoGreen	released	'--
TCGA-PRAD	b7c8ca4c-8d9c-4c5b-99ee-2fcebe4f70e6	TCGA-YL-A8HO	c74e2ed1-11b8-4bf9-8132-8aa643977973	TCGA-YL-A8HO-10A	53056833-6a36-481c-8d3b-1ae26266f045	TCGA-YL-A8HO-10A-01	c0f82c5a-a784-4194-8f01-bb69de730848	TCGA-YL-A8HO-10A-01D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	PicoGreen	released	'--
TCGA-PRAD	b7c8ca4c-8d9c-4c5b-99ee-2fcebe4f70e6	TCGA-YL-A8HO	c74e2ed1-11b8-4bf9-8132-8aa643977973	TCGA-YL-A8HO-10A	53056833-6a36-481c-8d3b-1ae26266f045	TCGA-YL-A8HO-10A-01	2e0ac142-23fc-4c46-9eab-4b9152a1dcba	TCGA-YL-A8HO-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	6433f001-db5c-476b-83c7-23f4c5397ae9	TCGA-M7-A721	16410934-a686-4dbd-9086-bc060135f0b4	TCGA-M7-A721-01A	c307dfd4-bd21-46fe-a49e-53b6cc928095	TCGA-M7-A721-01A-12	6e586062-f5ff-41e2-b303-3a0e2015f17c	TCGA-M7-A721-01A-12R	1.8	'--	'--	RNA	R	'--	0.17	'--	'--	UV Spec	released	'--
TCGA-PRAD	6433f001-db5c-476b-83c7-23f4c5397ae9	TCGA-M7-A721	16410934-a686-4dbd-9086-bc060135f0b4	TCGA-M7-A721-01A	c307dfd4-bd21-46fe-a49e-53b6cc928095	TCGA-M7-A721-01A-12	be005549-80d2-407f-b53a-d76d3cfc3872	TCGA-M7-A721-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	6433f001-db5c-476b-83c7-23f4c5397ae9	TCGA-M7-A721	16410934-a686-4dbd-9086-bc060135f0b4	TCGA-M7-A721-01A	c307dfd4-bd21-46fe-a49e-53b6cc928095	TCGA-M7-A721-01A-12	e78e042b-5d69-4640-afc4-2d3f5edbef6f	TCGA-M7-A721-01A-12D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	PicoGreen	released	'--
TCGA-PRAD	6433f001-db5c-476b-83c7-23f4c5397ae9	TCGA-M7-A721	e24f00f4-1c30-46e8-a84f-8dc7ca057b57	TCGA-M7-A721-10A	72570226-8247-480c-9c61-d2e7abeb4338	TCGA-M7-A721-10A-01	5f0d6529-158c-4265-a1cb-5d22f70f7584	TCGA-M7-A721-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	6433f001-db5c-476b-83c7-23f4c5397ae9	TCGA-M7-A721	e24f00f4-1c30-46e8-a84f-8dc7ca057b57	TCGA-M7-A721-10A	72570226-8247-480c-9c61-d2e7abeb4338	TCGA-M7-A721-10A-01	33a7a914-eaf8-41e3-98c8-3f5848eddf51	TCGA-M7-A721-10A-01D	'--	'--	'--	DNA	D	'--	0.15	'--	'--	PicoGreen	released	'--
TCGA-PRAD	f7fc3f2e-c70e-460d-b34d-bb2ea423a0ae	TCGA-V1-A8WL	2913b17a-d36b-43d4-9ada-9aaa6b3249ec	TCGA-V1-A8WL-01A	2d17b6f1-bb57-45c4-8b8c-6e3e4212d378	TCGA-V1-A8WL-01A-11	0c0b563e-2405-4df6-937e-e8ab8aaf25ec	TCGA-V1-A8WL-01A-11R	1.89	'--	'--	RNA	R	'--	0.18	'--	'--	UV Spec	released	'--
TCGA-PRAD	f7fc3f2e-c70e-460d-b34d-bb2ea423a0ae	TCGA-V1-A8WL	2913b17a-d36b-43d4-9ada-9aaa6b3249ec	TCGA-V1-A8WL-01A	2d17b6f1-bb57-45c4-8b8c-6e3e4212d378	TCGA-V1-A8WL-01A-11	89216dd2-e88f-4106-9c35-3fe12226d538	TCGA-V1-A8WL-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	released	'--
TCGA-PRAD	f7fc3f2e-c70e-460d-b34d-bb2ea423a0ae	TCGA-V1-A8WL	2913b17a-d36b-43d4-9ada-9aaa6b3249ec	TCGA-V1-A8WL-01A	2d17b6f1-bb57-45c4-8b8c-6e3e4212d378	TCGA-V1-A8WL-01A-11	fc1942d6-9968-4d4f-b973-2900d0d39418	TCGA-V1-A8WL-01A-11D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	PicoGreen	released	'--
